ID,Cohort,DOB,D1.Date,D1.Age,Cage,Index,Tx,Sex,Post.Covid,D1.Dist,D1.ToR,D1.DoR,0.5.D1.ToR,5.10.D1.ToR,10.15.D1.ToR,15.20.D1.ToR,20.25.D1.ToR,25.30.D1.ToR,D2.Dist,D2.Rot,D9.Dist,D9.ToR,D9D1.ToR,D9.DoR,D9.Rot,0.5.D9.ToR,5.10.D9.ToR,10.15.D9.ToR,15.20.D9.ToR,20.25.D9.ToR,25.30.D9.ToR,0.5.D9D1.ToR,5.10.D9D1.ToR,10.15.D9D1.ToR,15.20.D9D1.ToR,20.25.D9D1.ToR,25.30.D9D1.ToR,0.5.D9.Dist,5.10.D9.Dist,10.15.D9.Dist,15.20.D9.Dist,20.25.D9.Dist,25.30.D9.Dist,Brain.Wt,Brain.Wt.Norm,Brain.OXY,Brain.NOR,Brain.OMOR,Brain.NOR.OXY,Brain.OMOR.OXY,Brain.OMOR.NOR,HP.BL1,HP.BL2,HP.Av,HP.Av.Norm,SBR011268975,SBR011564753,SBJ012083864,SBB012960401,SBB013116937,SBB013583156,SBB014746527,SBB014938916,SBR015062003,SBJ015276763,SBJ015389798,SBJ015444437,SBJ016017430,SBR017236125,SBJ020533570,SBB020584334,SBB021725481,SBT021816505,SBB023323889,SBJ023442990,gJAX00097622q,SBJ024287387,SBJ024343076,SBT024676952,SBR024956708,SBJ030341629,SBR030729861,SBB030805883,SBB031685245,SBJ031952786,SBJ032260408,SBR033363410,SBJ034218063,SBJ034360732,SBJ034626667,SBB035061110,SBJ035272030,SBJ035881520,SBJ036198213,SBR040689107,SBR042358271,SBJ042986544,SBJ043363012,SBR043649829,SBJ044442934,SBR044466521,SBR050365035,SBJ052840500,SBB053347475,SBT053834758,SBJ054695332,SBJ054817009,SBR060292159,SBJ060451207,SBB060966558,SBJ060972744,SBR061598665,SBJ061822650,SBJ063150383,SBB064242512,SBB064972355,SBB065640181,SBT070125779,SBJ070125933,SBJ070127230,SBT070127390,SBT070127539,SBJ070127987,SBT070128909,SBT070131511,SBJ070132448,SBT070133022,SBT070133029,SBJ070133596,SBJ070134822,SBJ070134853,SBT070136007,SBJ070137116,SBT070144908,SBT070145074,SBJ070145110,SBJ070145899,gUNC12372829,SBJ070146013,SBT070146680,SBJ070146690,SBT070179412,SBT070180950,SBJ070181233,SBT070181237,SBT070182410,SBT070189733,SBT070189898,SBJ070190060,SBT070190289,gUNC12382380,SBT070192925,SBJ070194364,SBT070194967,SBJ070195041,SBT070195049,SBT070520070,SBT070520756,gJAX00148771,gJAX00148771b,gUNCHS019472,SBJ070522140,SBJ070523363,SBT070523467,SBJ070523772,SBJ070523993,SBT070525231,SBT070530383,SBJ070530418,SBT070530495,SBT070530685,SBT070530772,mUNC070621878,SBT070637398,SBB071094317,SBJ071824561,SBR072942061,SBB073034666,SBR073155272,SBJ073756103,SBB073932646,SBJ074372332,SBJ074558197,SBB074858469,SBR080145300,SBB080461039,SBJ080694151,SBB081423344,SBJ082066039,SBJ082115191,SBJ083139730,SBB083787445,SBR083880500,SBJ084357244,SBJ084634728,SBJ084690426,SBJ084821480,SBJ091131236,SBJ091539829,SBB091549242,SBB091584165,SBB091705845,SBJ091981684,SBJ092992728,SBT093376034,SBJ093940862,SBJ093985219,SBR100356384,SBT100670018,SBT100774147,SBR101184714,SBJ103197776,SBJ103601755,SBT103665517,SBB103807422,SBR111464647,SBJ114214093,SBB121464901,SBJ122182223,SBR122387907,SBJ122881832,SBT123149928,SBJ123283083,SBJ123360839,SBB123733881,SBJ124309136,SBB130250070,SBJ131042561,SBJ131458531,SBT132238514,SBR132392332,SBB132408413,SBB133262301,SBB133801320,SBJ133808455,SBJ141274002,SBJ141489705,SBJ142498586,SBR142791054,SBB143232863,SBJ143686906,SBJ143732293,SBB150172204,UNCrs218676023,SBB150313258,SBB150324746,SBB150693979,SBB150841520,SBB151292935,rs264203947,SBJ153255607,SBJ153377703,SBR153450431,SBB153745700,SBJ153915063,SBB160639080,SBJ160894401,SBJ163052948,SBB163575800,SBJ173421843,SBT173556233,SBJ180818887,SBB183317687,SBJ183374202,SBJ190768497,SBJ191103206,SBR191166795,SBJ191787966,SBT192021029,SBT192273213,SBB192362068,SBJ192414635,SBJ200441896,SBJ200621694,SBJ200737797,SBJ201716288,SBJ204027928,SBJ205713578,SBJ206367145,SBB206446605
9616,5,12/26/2019,2/24/2020,60,535655,169,0,0,0,62.803,769.2,27.927,96.1,159,135.2,143.9,138.8,96.1,35.241,89,68.197,916.2,147,32.643,111,147.6,141.8,185.4,145.5,152.5,143.6,51.5,-17.2,50.2,1.6,13.7,47.5,19.444,13.08,9.992,10.023,7.837,7.82,0.4399,0.049169379,154.4225278,15.03853376,5.853925892,0.097385621,0.037908497,0.389261745,13.6,34.9,24.25,0.026575159,H,J,J,J,J,J,J,J,J,J,J,J,J,B,J,J,J,J,B,B,B,B,B,B,B,H,H,H,J,J,H,H,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,J,H,J,H,H,H,B,B,B,B,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,J,J,J,J,B,B,H,B,B,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B
9617,5,12/25/2019,2/24/2020,61,535654,170,1,1,0,77.434,945.5,42.759,144.4,155.4,164.1,161.6,162.4,157.6,71.861,161,119.938,1027.9,82.4,78.543,190,193.6,196.8,163.8,187.5,150,136.3,49.2,41.4,-0.3,25.9,-12.4,-21.3,23.216,26.918,21.963,17.498,14.838,15.505,0.439,0.009830073,,,,,,,49,18,33.5,0.781295059,H,H,H,B,B,B,B,B,B,B,B,B,B,B,J,J,H,H,H,H,H,H,H,H,H,J,H,H,H,H,H,H,H,H,H,H,H,J,J,B,H,H,H,H,J,J,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,B,B,B,H,H,H,H,H,J,J,J,J,J,B,B,B,B,B,B,H,H,H,H,H,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,-,H,H,J,J,J,J,J,J,J,H,H,J,J,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,J,J,H,J,J,H,H,H,H,H,H,H,H,J,J,J,J,B,B,B,B
9618,5,12/25/2019,2/24/2020,61,535654,171,1,1,0,68.181,815.1,30.226,120,146.1,151.2,136.8,112.6,148.5,76.068,189,142.162,1210.3,395.2,91.257,224,172.6,227,226.3,204,211.3,169.1,52.6,80.9,75.1,67.2,98.7,20.6,22.917,27.159,25.316,23.599,21.928,21.244,0.437,-0.083651734,,,,,,,13.6,29.9,21.75,-0.178083699,H,H,H,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,J,J,J,J,J,H,H,H,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,B,J,J,J,J,J,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,J,J,H,H,H,H,H,J,J,J,J,J,J,B,B,B,B,B,B,H,H,H,H,H,H,J,J,J,J,J,J,J,H,H,H,H,H,J,J,J,J,J,H,H,J,J,J,J,J,J,J,H,H,J,J,J,J,J,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,J,J,H,H,H,J,J,H,H,H,H,H,H,H,H,J,J,J,J,B,B,B,B
9619,5,12/25/2019,2/24/2020,61,535654,172,1,1,0,86.542,632.7,33.712,62.8,146.6,107.2,98.4,107.4,110.2,97.332,120,117.164,1243.8,611.1,68.368,175,104.9,161.9,186.7,259.2,266.6,264.5,42.1,15.3,79.5,160.8,159.2,154.3,25.887,22.592,24.774,17.946,12.92,13.045,0.3935,-1.654434726,,,,,,,18.6,17.1,17.85,-0.80556329,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,B,H,H,H,J,J,J,H,H,H,J,J,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,-,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,J,J,J,J,H,B,B,B,J,H,H,H,H,H,J,J,J,J,J,B,B,B,B,B,B,B,B,B,H,H,H,J,J,J,J,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,H,H,B,B,J,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,J,J,J
9620,5,12/25/2019,2/24/2020,61,535653,173,0,0,0,80.253,880.1,38.053,117.3,158.5,153.3,161.5,159.1,130.5,49.185,109,56.673,1083.6,203.5,32.134,87,182,198.7,201,188.7,193,120.2,64.7,40.2,47.7,27.2,33.9,-10.3,15.218,9.658,8.711,7.983,7.483,7.62,0.4718,1.083849863,147.9,7.69,2.73,0.051987179,0.018461538,0.355117139,24.3,37.7,31,0.611851455,H,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,J,J,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,H,H,H,H,J,-,H,H,H,H,B,B,B,B,B,B,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,B,B,B,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,B,B,B,H,H,H,J,J,J,H,J,J,J,J,J,J,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,J,H,H,H,H,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H
9621,5,12/25/2019,2/24/2020,61,535653,174,0,0,0,72.128,1044.1,38.205,155.9,169.9,168,200.2,171.2,178.9,34.358,80,50.271,768.7,-275.4,21.787,90,138.3,124.4,99.1,126.7,146.3,133.9,-17.6,-45.5,-68.9,-73.5,-24.9,-45,14.974,9.882,6.479,5.484,6.407,7.044,0.4742,1.304225046,160.4,9.62,3.13,0.06,0.019529412,0.325490196,37.9,35.8,36.85,0.86842994,J,J,J,J,J,J,J,J,J,J,J,J,J,B,H,H,J,J,J,J,J,J,J,H,H,J,J,J,J,J,J,J,J,J,J,H,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,B,B,H,H,H,H,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,J,H,H,H,H,H,H,H,J,J,J,J,J,J,H,J,J,J,J,J,J,J,H,H,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,H,H,H,H,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,J,J,H,H,H,H,H,J,J,J,J,H,H,H,H,H,H,H,J,J,J,J,J
9622,5,12/25/2019,2/24/2020,61,535653,175,0,0,0,50.976,1037.3,28.103,156.2,162,180.4,197.8,220.7,120.2,24.902,71,48.842,1049.2,11.9,28.762,78,188.8,168.4,182.7,182.2,152.3,174.7,32.6,6.4,2.3,-15.6,-68.4,54.5,11.644,8.127,6.872,8.203,8.069,5.926,0.4505,0.382674958,168.9,7.41,2.89,0.043859649,0.017134503,0.390666667,23.4,60,41.7,1.098274128,H,H,H,H,H,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,J,J,J,J,H,B,B,B,B,B,B,H,H,H,H,H,H,J,J,J,J,J,J,J,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,J,J,J,J,B,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,H,H,H,B,J,J,J,J,J,H,H,H,H,H,J,J,J,J,J,H,J,J,J,J,J,J,J,J,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,B,B,B,H,B,H,H,B,B,J,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H
9623,5,12/25/2019,2/24/2020,61,535653,176,0,0,0,73.718,904,38.079,113.2,153,172.2,155.2,146.7,163.7,40.783,65,69.745,721.2,-182.8,31.134,90,114.3,123,85.3,108.1,159.2,131.3,1.1,-30,-86.9,-47.1,12.5,-32.4,17.326,12.067,10.782,9.432,9.153,10.985,0.4793,1.486091569,213.1,13.9,6.16,0.065350877,0.028903509,0.442281879,19.1,15.1,17.1,-0.907849773,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,J,H,H,H,H,H,B,B,H,H,H,H,H,H,H,J,H,H,H,H,H,J,J,J,J,H,H,H,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,B,B,H,H,B,B,B,B,H,H,H,H,H,H,B,B,B,B,B,B,B,H,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,B,B,J,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H
9629,5,12/29/2019,2/24/2020,57,535660,177,1,0,0,66.765,843.8,31.916,128.3,181.6,155.4,104.7,143.2,130.6,97.223,192,104.007,1139.8,296,51.426,195,86.3,150.4,204.9,247.3,197.6,253.3,-42,-31.2,49.5,142.6,54.4,122.7,22.359,26.157,19.473,14.199,12.146,9.673,0.4246,-0.496406212,,,,,,,30.1,29.5,29.8,0.559278404,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,B,B,B,H,H,J,J,J,J,J,J,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,J,J,J,J,J,B,H,H,H,H,-,H,H,H,H,H,H,-,H,H,H,H,B,B,H,B,B,B,B,B,B,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,B,B,B,B,B,B,B,B,B,B,H,H,H,B,B,B,B,B
9630,5,12/29/2019,2/24/2020,57,535660,178,1,0,0,66.665,841.2,31.18,136.9,119.4,146.1,142.9,175,121,88.216,145,125.374,1411.5,570.3,92.136,144,240.1,253.2,263.2,236.7,171.6,246.8,103.2,133.8,117.1,93.8,-3.4,125.8,17.028,26.376,25.929,23.93,17.939,14.173,0.4313,-0.258425639,,,,,,,52.2,60,56.1,1.995977281,H,H,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,H,H,H,H,H,J,J,J,J,J,J,J,J,J,H,H,B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,J,J,J,J,H,H,H,H,H,J,B,B,B,B,B,B,B,B,B,H,H,H,J,J,J,J,J,J,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,H,H,B,B,B,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H
9631,5,12/29/2019,2/24/2020,57,535660,179,1,0,0,68.883,839.2,30.412,131.7,151,159.8,145.1,99.1,152.5,75.392,124,84.853,1674.9,835.7,77.52,101,275.1,300,300,300,300,199.8,143.4,149,140.2,154.9,200.9,47.3,16.375,18.546,14.288,12.971,7.973,14.699,0.4149,-0.89170883,,,,,,,19.3,32.5,25.9,0.196111407,B,B,B,B,H,H,H,H,H,H,H,H,B,B,J,J,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,J,H,H,H,H,B,B,J,J,J,J,H,J,J,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,J,B,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,B,B,B,H,H,B,B,B,B,B,H,H,H,H,-,H,H,B,B,B,B,B,B,B,B,J,J,B,B,H,H,H,J,J,J,J,J,J,J,J,H,H,H,H,B,B,H,H
9632,5,12/29/2019,2/24/2020,57,535659,180,1,0,0,60.019,931.8,29.467,122,163.5,157.2,188.2,167.1,133.8,46.461,81,87.914,660.3,-271.5,31.674,89,210.4,115,97.8,113.4,102.2,21.6,88.4,-48.5,-59.4,-74.8,-64.9,-112.2,16.79,20.908,18.135,15.791,9.714,6.576,0.4432,0.128138693,,,,,,,22.6,19.3,20.95,-0.305852026,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,J,H,H,H,H,H,H,H,H,H,H,H,H,J,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,J,H,H,H,H,B,B,B,H,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,H,H,H,H,-,H,B,B,B,B,B,B,H,B,B,J,J,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B
9633,5,12/29/2019,2/24/2020,57,535659,181,1,0,0,85.626,1030.5,45.323,160.6,146.7,188.7,149.8,169.4,215.3,98.139,185,99.819,1736,705.5,93.194,119,242.2,300,293.8,300,300,300,81.6,153.3,105.1,150.2,130.6,84.7,23.641,14.138,19.187,17.863,15.167,9.824,0.4097,-1.083849863,,,,,,,60,35.6,47.8,1.650014701,H,H,H,B,B,B,B,B,B,B,B,B,B,B,J,J,J,J,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,B,B,B,B,B,J,J,J,J,H,H,H,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,J,J,H,H,B,B,B,B,J,J,J,J,H,H,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,H,J,J,J,J,H,H,H,B,B,B,B,B,B,B,B,B,B,H,H,H,H,B,B,B,B
9634,5,12/29/2019,2/24/2020,57,535659,182,1,0,0,82.762,909.1,42.99,170.2,173.7,147.5,178.8,134.5,104.5,103.715,72,131.168,835.2,-73.9,63.776,83,146.6,160.5,158.4,128.8,168,72.9,-23.6,-13.2,10.9,-50,33.5,-31.6,26.438,27.309,22.884,22.024,17.109,15.404,0.4624,0.747267741,,,,,,,60,44.8,52.4,1.880274539,H,H,H,H,H,J,J,J,J,H,H,H,H,H,J,J,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,B,H,H,H,H,H,J,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,-,H,H,H,H,J,J,J,J,J,J,H,H,H,B,J,J,J,J,J,J,J,J,J,J,H,H,H,H,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,B,B,B,J,J,J,J,J,J,J,H,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,J,J,J,J,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
9635,5,12/23/2019,2/24/2020,63,535651,183,0,0,0,71.607,877.8,35.186,159.7,125.5,123.6,162.3,143.9,162.7,40.376,71,62.235,778.8,-99,30.322,93,161.4,132.4,156.5,109.6,119,100,1.7,6.9,32.9,-52.7,-24.9,-62.7,19.227,10.957,7.938,8.041,8.644,7.428,0.4827,1.581667524,313.9,15,6.15,0.047928994,0.019585799,0.408641975,30,26.4,28.2,0.39535691,H,H,H,J,J,J,J,J,J,J,J,J,J,H,H,H,J,J,J,J,J,J,J,J,J,H,H,H,H,H,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,B,J,J,J,J,J,J,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,H,H,H,-,H,H,H,H,H,B,B,B,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,J,J,J,J,H,H,H,H,H,J,J,J,J,H,H,H,H,H,H,H,H,H,B,H,H,H,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,H,B,B,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H
9636,5,12/23/2019,2/24/2020,63,535651,184,0,0,0,71.585,818.4,33.493,154.5,144.2,120.6,160.7,130.3,108.2,45.892,96,63.335,847,28.6,30.481,98,144.7,158.7,134,154.6,142.2,112.8,-9.8,14.5,13.4,-6.1,11.9,4.6,17.344,10.378,9.866,9.165,9.289,7.295,0.477,1.429219424,360.4,17.8,8.66,0.049389567,0.024028857,0.486516854,23.5,60,41.75,1.114609803,J,J,J,B,B,B,B,B,B,B,B,B,B,B,J,J,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,J,J,H,H,H,H,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,H,H,H,H,J,J,J,J,J,J,J,H,H,H,B,B,B,B,B,B,B,B,B,B,H,H,H,J,H,H,H,H,B,H,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J,J,J,J,J,H,J,J,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
9637,5,12/23/2019,2/24/2020,63,535651,185,0,0,0,81.067,892.2,40.071,111.1,137.5,165,128.4,179.8,170.3,53.206,98,44.694,1127.9,235.7,18.888,43,148.7,148.7,112.8,121.8,296,300,37.6,11.2,-52.2,-6.6,116.2,129.7,12.372,10.438,9.925,11.346,0.613,0,0.4573,0.640929286,287.5,14.5,5.41,0.050434783,0.018817391,0.373103448,20,22.1,21.05,-0.264338061,H,H,H,H,J,J,J,J,J,J,J,J,J,H,J,J,J,J,J,J,J,J,J,J,J,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,J,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,J,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,B,H,H,H,H,H,H,J,J,H,H,H,B,H,B,B,J,H,H,H,B,B,B,B,B,B,B,B,H,H,H,H
